cluster_name,attempts,start_ts,end_ts,failed,completed,vm_count,build_name,with_conda,with_conda_version,with_docker,with_docker_version,with_flavor,with_foundation,with_foundation_version,with_gemfire,with_gemfire_version,with_image,with_java_version,with_kubernetes,with_kubernetes_version,with_memcached,with_memcached_version,with_oracle,with_oracle_version,with_os_version,with_postgresql,with_postgresql_version,with_tibco,with_tibco_version,with_ulticom,with_ulticom_version
sergeygo.20190124115149,1,1548320052614,1548320440149,False,True,1,20190123_200206_Proj_1880126601,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,False,8.2.1,_default_,1.8.0_152,False,1.10.4,False,_default_,False,11.2.0,rhel7.4,False,9.5,False,8.4.5,False,_default_
sdmitry.20190125192515,1,1548437233013,1548438510834,False,True,12,20190125_192326_Proj_73134446,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,True,10.0.0.pb02,True,8.2.1,_default_,1.8.0_74,False,1.10.4,False,_default_,True,11.2.0,rhel7.3,False,9.5,False,8.4.5,False,_default_
drodionov.20190204144122,2,1549280532247,1549281770032,False,True,13,20190204_142443_Proj_73134446,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,False,8.2.1,_default_,1.8.0_74,False,1.10.4,False,1.4.10,False,11.2.0,rhel7.3,False,9.5,False,8.4.5,True,9s65
edrojdina.20181128131509,1,1543400206070,1543400639449,False,True,3,20181128_122521_Proj_186599325,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,True,10.0.0.pb02,True,8.2.1,_default_,1.8.0_74,False,1.10.4,False,_default_,True,11.2.0,rhel7.3,False,9.5,False,8.4.5,False,_default_
igarus.20190122122723,1,1548149292289,1548150040392,False,True,3,20190121_124238_Proj_2696985,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,True,1.3-amdocs,_default_,1.8.0_152,False,1.10.4,False,_default_,False,11.2.0,rhel7.4,False,9.5,False,8.4.5,True,9s65
sdmitry.20181125235511,1,1543179516159,1543179898942,False,True,2,20181123_183000_Proj_116590881,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,True,8.2.1,_default_,1.8.0_74,False,1.10.4,False,_default_,True,11.2.0,rhel7.3,False,9.5,False,8.4.5,False,_default_
kalexey.20181228102149,1,1545982572173,1545983215158,False,True,13,20181228_102055_Proj_2127259257,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,False,8.2.1,_default_,1.7.0_51,False,1.10.4,False,_default_,False,11.2.0,rhel7.3,False,9.5,False,8.4.5,False,_default_
vboldyrev.20190122161709,1,1548163092545,1548163852891,False,True,1,20190122_134600_Proj_189425416,False,4.5.11,True,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,False,8.2.1,_default_,1.8.0_121,True,1.10.4,False,_default_,False,11.2.0,rhel7.4,False,9.5,False,8.4.5,False,_default_
sergeyz.20190121104337,1,1548056652140,1548056924052,False,True,1,20190118_184213_Proj_1880126601,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,True,47-amdocs,_default_,1.8.0_152,False,1.10.4,False,_default_,False,11.2.0,rhel7.4,False,9.5,False,8.4.5,False,_default_
sdmitry.20190128181703,1,1548688692341,1548689203350,False,True,3,20190128_142909_Proj_1880126601,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,True,10.0.0.pb02,True,47-amdocs,_default_,1.8.0_152,False,1.10.4,False,_default_,True,11.2.0,rhel7.4,False,9.5,False,8.4.5,False,_default_
sdmitry.20181130151459,1,1543580196116,1543580530355,False,True,1,20181122_190025_Proj_1992464921,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,True,1.3-amdocs,_default_,1.8.0_131,False,1.10.4,False,_default_,True,11.2.0,rhel7.3,False,9.5,False,8.4.5,False,_default_
sdmitry.20181127183354,1,1543333365813,1543333630261,False,True,1,20181127_183131_Proj_1735463230,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,True,8.2.5,_default_,1.8.0_131,False,1.10.4,False,_default_,True,11.2.0,rhel7.4,False,9.5,False,8.4.5,False,_default_
kalexey.20181226174524,1,1545836293080,1545837058071,False,True,13,20181226_174418_Proj_2127259257,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,False,8.2.1,_default_,1.7.0_51,False,1.10.4,False,_default_,False,11.2.0,rhel7.3,False,9.5,False,8.4.5,False,_default_
kalexey.20181228103243,1,1545982815831,1545983134949,False,True,1,20181228_102055_Proj_2127259257,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,False,8.2.1,_default_,1.7.0_51,False,1.10.4,False,_default_,False,11.2.0,rhel7.3,False,9.5,False,8.4.5,False,_default_
sdmitry.20181125235519,1,1543179756341,1543180181966,False,True,2,20181123_183000_Proj_116590881,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,True,8.2.1,_default_,1.8.0_74,False,1.10.4,False,_default_,True,11.2.0,rhel7.3,False,9.5,False,8.4.5,False,_default_
sergeyz.20190117160450,1,1547730372643,1547731216329,False,True,12,20190116_193936_Proj_1880126601,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,False,8.2.1,_default_,1.8.0_152,False,1.10.4,False,_default_,False,11.2.0,rhel7.4,False,9.5,False,8.4.5,False,_default_
sdmitry.20190111175931,1,1547218932397,1547219629672,False,True,12,20190111_121243_Proj_1992464921,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,True,10.0.0.pb02,True,1.3-amdocs,_default_,1.8.0_131,False,1.10.4,False,_default_,True,11.2.0,rhel7.3,False,9.5,False,8.4.5,False,_default_
drodionov.20181207150033,1,1544184132577,1544184571579,False,True,6,20181207_145043_Proj_189425416,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,False,8.2.1,_default_,1.8.0_121,False,1.10.4,False,_default_,False,11.2.0,rhel7.4,False,9.5,False,8.4.5,False,_default_
kalexey.20190129092237,2,1548743173806,1548744559272,False,True,20,20190125_175459_Proj_2127259257,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,False,8.2.1,_default_,1.7.0_51,False,1.10.4,False,_default_,False,11.2.0,rhel7.3,False,9.5,False,8.4.5,False,_default_
ekorsanov.20181204151743,1,1543926042843,1543926442602,False,True,1,20181204_140858_Proj_1880126601,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,True,47-amdocs,_default_,1.8.0_152,False,1.10.4,False,_default_,True,11.2.0,rhel7.4,False,9.5,False,8.4.5,False,_default_
ekorsanov.20181201133007,1,1543661556151,1543662366852,False,True,15,20181201_132627_Proj_1735463230,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,True,10.0.0.pb02,True,8.2.5,_default_,1.8.0_131,False,1.10.4,False,_default_,True,11.2.0,rhel7.4,False,9.5,False,8.4.5,False,_default_
sergeyz.20181219152430,1,1545222372443,1545223558761,False,True,4,20181218_183519_Proj_1880126601,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,False,8.2.1,_default_,1.8.0_152,False,1.10.4,False,_default_,False,11.2.0,rhel7.4,False,9.5,False,8.4.5,True,9s64
sdmitry.20190124191427,1,1548347533612,1548348576725,False,True,15,20190124_191236_Proj_73134446,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,True,10.0.0.pb02,True,8.2.1,_default_,1.8.0_74,False,1.10.4,False,_default_,True,11.2.0,rhel7.3,False,9.5,False,8.4.5,False,_default_
sergeyz.20181128200729,1,1543424916279,1543425626350,False,True,8,20181128_132158_Proj_1880126601,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,True,10.0.0.pb02,True,47-amdocs,_default_,1.8.0_152,False,1.10.4,False,_default_,True,11.2.0,rhel7.4,False,9.5,True,8.4.5,False,_default_
sergeyz.20181225191716,1,1545755052793,1545755657007,False,True,3,20181225_165951_Proj_1880126601,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,False,8.2.1,_default_,1.8.0_152,False,1.10.4,False,_default_,False,11.2.0,rhel7.4,False,9.5,False,8.4.5,True,9s64
sdmitry.20181129161634,1,1543497516165,1543498117877,False,True,9,20181129_151637_Proj_1027219150,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,True,10.0.0.pb02,True,8.2.1,_default_,1.7.0_51,False,1.10.4,False,_default_,True,11.2.0,rhel7.3,False,9.5,False,8.4.5,False,_default_
kalexey.20181228152312,1,1545999853743,1546000175801,False,True,1,20181228_145807_Proj_2127259257,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,False,8.2.1,_default_,1.7.0_51,False,1.10.4,False,_default_,False,11.2.0,rhel7.3,False,9.5,False,8.4.5,False,_default_
kirille.20181210105849,1,1544428932502,1544429595590,False,True,9,20181208_000220_Proj_189425416,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,False,8.2.1,_default_,1.8.0_121,False,1.10.4,False,_default_,False,11.2.0,rhel7.4,False,9.5,False,8.4.5,False,_default_
sergeyz.20181221121004,1,1545383773155,1545384368124,False,True,3,20181219_165445_Proj_1880126601,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,True,10.0.0.pb02,False,8.2.1,_default_,1.8.0_152,False,1.10.4,False,_default_,True,11.2.0,rhel7.4,False,9.5,False,8.4.5,False,_default_
sdmitry.20181203114153,1,1543826563001,1543826897360,False,True,1,20181201_132627_Proj_1735463230,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,True,8.2.5,_default_,1.8.0_131,False,1.10.4,False,_default_,True,11.2.0,rhel7.4,False,9.5,False,8.4.5,False,_default_
sergeyz.20181221121008,1,1545383892938,1545384517449,False,True,3,20181219_165445_Proj_1880126601,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,True,10.0.0.pb02,False,8.2.1,_default_,1.8.0_152,False,1.10.4,False,_default_,True,11.2.0,rhel7.4,False,9.5,False,8.4.5,False,_default_
sergeyz.20181227183043,1,1545924734738,1545925636482,False,True,3,20181227_135613_Proj_1880126601,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,False,8.2.1,_default_,1.8.0_152,False,1.10.4,False,_default_,False,11.2.0,rhel7.4,False,9.5,False,8.4.5,True,9s64
sergeyz.20190111120657,1,1547197692467,1547198074831,False,True,1,20190110_214002_Proj_1880126601,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,True,47-amdocs,_default_,1.8.0_152,False,1.10.4,False,_default_,False,11.2.0,rhel7.4,False,9.5,False,8.4.5,False,_default_
sdmitry.20181218161433,1,1545138972441,1545139307420,False,True,1,20181213_113606_Proj_1735463230,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,True,8.2.5,_default_,1.8.0_131,False,1.10.4,False,_default_,True,11.2.0,rhel7.4,False,9.5,False,8.4.5,False,_default_
edrojdina.20190122142909,1,1548156732360,1548157235502,False,True,1,20190122_122738_Proj_73134446,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,True,10.0.0.pb02,True,8.2.1,_default_,1.8.0_74,False,1.10.4,False,_default_,True,11.2.0,rhel7.3,False,9.5,False,8.4.5,False,_default_
sdmitry.20190124191415,1,1548347412657,1548348590362,False,True,15,20190124_191236_Proj_73134446,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,True,10.0.0.pb02,True,8.2.1,_default_,1.8.0_74,False,1.10.4,False,_default_,True,11.2.0,rhel7.3,False,9.5,False,8.4.5,False,_default_
ebutkevich.20190116105041,1,1547625132680,1547625667440,False,True,1,20190115_191653_Proj_1880126601,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,True,47-amdocs,_default_,1.8.0_152,False,1.10.4,False,_default_,True,11.2.0,rhel7.4,False,9.5,False,8.4.5,False,_default_
drodionov.20181218100951,1,1545117012335,1545117335492,False,True,1,20181218_093544_Proj_189425416,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,False,8.2.1,_default_,1.8.0_121,False,1.10.4,False,_default_,False,11.2.0,rhel7.4,False,9.5,False,8.4.5,False,_default_
drodionov.20181205105052,1,1543996362941,1543996886131,False,True,12,20181205_104155_Proj_189425416,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,False,8.2.1,_default_,1.8.0_121,False,1.10.4,False,_default_,False,11.2.0,rhel7.4,False,9.5,False,8.4.5,False,_default_
sergeyz.20181225191706,1,1545754813606,1545755522477,False,True,2,20181225_165951_Proj_1880126601,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,True,47-amdocs,_default_,1.8.0_152,False,1.10.4,False,_default_,False,11.2.0,rhel7.4,False,9.5,False,8.4.5,True,9s64
edrojdina.20181210141952,1,1544440812722,1544441163859,False,True,3,20181208_151123_Proj_1027219150,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,True,10.0.0.pb02,True,8.2.1,_default_,1.7.0_51,False,1.10.4,False,_default_,True,11.2.0,rhel7.3,False,9.5,False,8.4.5,False,_default_
ekorsanov.20181203180640,1,1543849722734,1543850093315,False,True,1,20181203_164252_Proj_1880126601,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,True,47-amdocs,_default_,1.8.0_152,False,1.10.4,False,_default_,True,11.2.0,rhel7.4,False,9.5,False,8.4.5,False,_default_
sergeyz.20181227103355,1,1545896052482,1545896700731,False,True,3,20181226_185813_Proj_1880126601,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,False,8.2.1,_default_,1.8.0_152,False,1.10.4,False,_default_,False,11.2.0,rhel7.4,False,9.5,False,8.4.5,True,9s64
ekorsanov.20181205130324,1,1544004282628,1544004534417,False,True,1,20181205_123012_Proj_1880126601,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,False,8.2.1,_default_,1.8.0_152,False,1.10.4,False,_default_,False,11.2.0,rhel7.4,False,9.5,False,8.4.5,False,_default_
sdmitry.20190111181512,1,1547219783125,1547220901108,False,True,12,20190111_162950_Proj_73134446,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,True,10.0.0.pb02,True,8.2.1,_default_,1.8.0_74,False,1.10.4,False,_default_,True,11.2.0,rhel7.3,False,9.5,False,8.4.5,False,_default_
ekorsanov.20181204151737,1,1543925922718,1543926068235,True,True,1,20181204_140858_Proj_1880126601,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,True,47-amdocs,_default_,1.8.0_152,False,1.10.4,False,_default_,True,11.2.0,rhel7.4,False,9.5,False,8.4.5,False,_default_
sergeyz.20181204190638,1,1543947392856,1543948079747,False,True,8,20181204_171102_Proj_1880126601,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,True,10.0.0.pb02,True,47-amdocs,_default_,1.8.0_152,False,1.10.4,False,_default_,True,11.2.0,rhel7.4,False,9.5,True,8.4.5,False,_default_
kalexey.20181226100938,1,1545808214632,1545808548180,False,True,2,20181224_145418_Proj_2127259257,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,False,8.2.1,_default_,1.7.0_51,False,1.10.4,False,_default_,False,11.2.0,rhel7.3,False,9.5,False,8.4.5,False,_default_
glungu.20181207000120.16089,1,1544138802633,1544139598517,False,True,15,20181207_000120_Proj_189425416,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,False,8.2.1,_default_,1.8.0_121,False,1.10.4,False,_default_,False,11.2.0,rhel7.4,False,9.5,False,8.4.5,False,_default_
olukyanov.20190114142149,1,1547464932038,1547465227436,False,True,2,20180710_172928_Proj_2127259257,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,False,8.2.1,_default_,1.7.0_51,False,1.10.4,False,_default_,False,11.2.0,rhel7.3,False,9.5,False,8.4.5,False,_default_
glungu.20181207000120.16087,1,1544131932818,1544132763311,False,True,15,20181207_000120_Proj_189425416,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,False,8.2.1,_default_,1.8.0_121,False,1.10.4,False,_default_,False,11.2.0,rhel7.4,False,9.5,False,8.4.5,False,_default_
sdmitry.20181127124257,1,1543311876261,1543312355824,False,True,2,20181127_122734_Proj_116590881,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,True,8.2.1,_default_,1.8.0_74,False,1.10.4,False,_default_,True,11.2.0,rhel7.3,False,9.5,False,8.4.5,False,_default_
yuryb.20181210091334,1,1544422452419,1544422854519,False,True,1,20181206_161711_Proj_76409969,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,True,10.0.0.pb02,False,8.2.1,_default_,1.7.0_51,False,1.10.4,False,_default_,True,11.2.0,rhel7.3,False,9.5,False,8.4.5,False,_default_
igarus.20181217193234,1,1545064452388,1545065010876,False,True,9,20181217_192233_Proj_1324991066,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,False,8.2.1,_default_,1.7.0_51,False,1.10.4,False,_default_,False,11.2.0,rhel6.9,False,9.5,False,8.4.5,False,_default_
glungu.20190130000221.17008,1,1548797662619,1548799110769,False,True,15,20190130_000221_Proj_189425416,False,4.5.11,True,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,False,8.2.1,_default_,1.8.0_121,True,1.10.4,False,_default_,False,11.2.0,rhel7.4,False,9.5,False,8.4.5,False,_default_
rusachev.20181204172803,1,1543933813108,1543934186465,False,True,1,20181203_123450_Proj_1880126601,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,False,8.2.1,_default_,1.8.0_152,False,1.10.4,False,_default_,False,11.2.0,rhel7.4,False,9.5,False,8.4.5,False,_default_
sergeygo.20190129164051,1,1548769332362,1548769676914,False,True,1,20190128_201526_Proj_1880126601,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,False,8.2.1,_default_,1.8.0_152,False,1.10.4,False,_default_,False,11.2.0,rhel7.4,False,9.5,False,8.4.5,False,_default_
igarus.20181225203342,1,1545761772733,1545763254426,False,True,14,20181225_203314_Proj_2696985,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,True,1.3-amdocs,_default_,1.8.0_152,False,1.10.4,False,_default_,False,11.2.0,rhel7.4,False,9.5,False,8.4.5,True,9s65
glungu.20190130000221.17009,1,1548797774328,1548798726188,False,True,6,20190130_000221_Proj_189425416,False,4.5.11,True,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,False,8.2.1,_default_,1.8.0_121,True,1.10.4,False,_default_,False,11.2.0,rhel7.4,False,9.5,False,8.4.5,False,_default_
drodionov.20181221110802,1,1545379812798,1545380569359,False,True,5,20181221_105830_Proj_189425416,False,4.5.11,True,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,False,8.2.1,_default_,1.8.0_121,True,1.10.4,False,_default_,False,11.2.0,rhel7.4,False,9.5,False,8.4.5,False,_default_
abondar.20181211125318,1,1544522052291,1544522996464,False,True,15,20181211_123521_Proj_1992464921,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,True,1.3-amdocs,_default_,1.8.0_131,False,1.10.4,False,_default_,True,11.2.0,rhel7.3,False,9.5,False,8.4.5,False,_default_
sergeyz.20181225191737,2,1545755173166,1545756215808,False,True,10,20181225_165951_Proj_1880126601,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,True,10.0.0.pb02,True,47-amdocs,_default_,1.8.0_152,False,1.10.4,False,_default_,True,11.2.0,rhel7.4,False,9.5,True,8.4.5,False,_default_
glungu.20181206000122.16060,1,1544045172320,1544046008448,False,True,15,20181206_000122_Proj_189425416,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,False,8.2.1,_default_,1.8.0_121,False,1.10.4,False,_default_,False,11.2.0,rhel7.4,False,9.5,False,8.4.5,False,_default_
glungu.20181206000122.16061,1,1544045292596,1544046118363,False,True,15,20181206_000122_Proj_189425416,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,False,8.2.1,_default_,1.8.0_121,False,1.10.4,False,_default_,False,11.2.0,rhel7.4,False,9.5,False,8.4.5,False,_default_
maximo.20181130173010,1,1543588236394,1543588516427,True,True,9,20181130_133648_Proj_2409,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,False,8.2.1,_default_,1.7.0_51,False,1.10.4,False,_default_,False,11.2.0,rhel6.9,False,9.5,False,8.4.5,False,_default_
drodionov.20181218190639,6,1545149292447,1545150344789,False,True,5,20181218_185406_Proj_189425416,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,False,8.2.1,_default_,1.8.0_121,False,1.10.4,False,_default_,False,11.2.0,rhel7.4,False,9.5,False,8.4.5,False,_default_
sdmitry.20190123125049,1,1548237253524,1548237547142,False,True,1,20190123_111602_Proj_73134446,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,True,8.2.1,_default_,1.8.0_74,False,1.10.4,False,_default_,True,11.2.0,rhel7.3,False,9.5,False,8.4.5,False,_default_
ryakovlev.20190123171640,1,1548253092715,1548253379210,False,True,1,20190123_165221_Proj_73134446,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,True,10.0.0.pb02,False,8.2.1,_default_,1.8.0_74,False,1.10.4,False,_default_,True,11.2.0,rhel7.3,False,9.5,False,8.4.5,False,_default_
maximo.20190131131554,9,1548929892112,1548931159790,False,True,4,20190131_120322_Proj_2409,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,False,8.2.1,_default_,1.7.0_51,False,1.10.4,False,1.4.10,False,11.2.0,rhel6.9,False,9.5,False,8.4.5,False,_default_
drodionov.20181224124842,1,1545645012469,1545645746857,False,True,5,20181224_123324_Proj_189425416,False,4.5.11,True,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,False,8.2.1,_default_,1.8.0_121,True,1.10.4,False,_default_,False,11.2.0,rhel7.4,False,9.5,False,8.4.5,False,_default_
sdmitry.20181206180529,1,1544112262909,1544113082251,False,True,11,20181206_175945_Proj_2631643,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,True,10.0.0.pb02,True,8.2.5,_default_,1.8.0_152,False,1.10.4,False,_default_,True,11.2.0,rhel7.4,False,9.5,False,8.4.5,False,_default_
sergeyz.20190111143538,1,1547206572457,1547206936499,False,True,2,20190110_214002_Proj_1880126601,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,False,8.2.1,_default_,1.8.0_152,False,1.10.4,False,_default_,False,11.2.0,rhel7.4,False,9.5,False,8.4.5,False,_default_
rusachev.20181204154151,1,1543927332788,1543927693386,False,True,1,20181203_123450_Proj_1880126601,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,True,47-amdocs,_default_,1.8.0_152,False,1.10.4,False,_default_,False,11.2.0,rhel7.4,False,9.5,False,8.4.5,False,_default_
nikolayk.20181212122303,1,1544606652384,1544606929315,False,True,1,20181107_184958_Proj_2696985,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,True,1.3-amdocs,_default_,1.8.0_152,False,1.10.4,False,_default_,False,11.2.0,rhel7.4,False,9.5,False,8.4.5,False,_default_
drodionov.20181212182220,1,1544628252381,1544628666996,False,True,1,20181212_181249_Proj_189425416,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,False,8.2.1,_default_,1.8.0_121,False,1.10.4,False,_default_,False,11.2.0,rhel7.4,False,9.5,False,8.4.5,False,_default_
vboldyrev.20181224093443,1,1545633372155,1545633879565,False,True,1,20181222_000222_Proj_189425416,False,4.5.11,True,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,False,8.2.1,_default_,1.8.0_121,True,1.10.4,False,_default_,False,11.2.0,rhel7.4,False,9.5,False,8.4.5,False,_default_
drodionov.20181203110249,1,1543824276022,1543824586201,False,True,1,20181130_200120_Proj_189425416,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,False,8.2.1,_default_,1.8.0_121,False,1.10.4,False,_default_,False,11.2.0,rhel7.4,False,9.5,False,8.4.5,False,_default_
abondar.20181210154159,1,1544445852865,1544446158075,False,True,1,20181210_133008_Proj_1992464921,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,True,1.3-amdocs,_default_,1.8.0_131,False,1.10.4,False,_default_,True,11.2.0,rhel7.3,False,9.5,False,8.4.5,False,_default_
sergeyz.20190109194430,1,1547052492466,1547053278877,False,True,10,20190109_190054_Proj_1880126601,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,True,10.0.0.pb02,True,47-amdocs,_default_,1.8.0_152,False,1.10.4,False,_default_,True,11.2.0,rhel7.4,False,9.5,True,8.4.5,False,_default_
sdmitry.20190123125039,1,1548237132798,1548237473547,False,True,1,20190123_111602_Proj_73134446,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,True,8.2.1,_default_,1.8.0_74,False,1.10.4,False,_default_,True,11.2.0,rhel7.3,False,9.5,False,8.4.5,False,_default_
marsels.20181228104008,1,1545983052822,1545983508352,False,True,1,20181228_090008_Proj_189425416,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,False,8.2.1,_default_,1.8.0_121,False,1.10.4,False,_default_,False,11.2.0,rhel7.4,False,9.5,False,8.4.5,False,_default_
sdmitry.20181128120221,1,1543396016223,1543396273846,False,True,1,20181128_114938_Proj_116590881,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,True,8.2.1,_default_,1.8.0_74,False,1.10.4,False,_default_,True,11.2.0,rhel7.3,False,9.5,False,8.4.5,False,_default_
sdmitry.20181206003330,1,1544045654143,1544046308481,False,True,9,20181205_130652_Proj_1735463230,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,True,10.0.0.pb02,True,8.2.5,_default_,1.8.0_131,False,1.10.4,False,_default_,True,11.2.0,rhel7.4,False,9.5,False,8.4.5,False,_default_
igarus.20190123142109,1,1548242532607,1548243819855,False,True,14,20190123_122146_Proj_2696985,False,4.5.11,False,18.03.1.ce,testfarm-flavor-2-16-21,False,10.0.0.pb02,True,1.3-amdocs,_default_,1.8.0_152,False,1.10.4,False,_default_,False,11.2.0,rhel7.4,False,9.5,False,8.4.5,True,9s65
